,fdc_id,data_type,description,food_category_id,publication_date,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description,nutrient_id,amount,data_points,derivation_id,min,max,median,loq,footnote,min_year_acquired,nutrient_name,unit_name
63923,1624210,branded_food,PROTEIN BAR,,2021-03-19,Premier Nutrition Corporation,PREMIER PROTEIN,,643843715313,"PREMIER PROTEIN BLEND (SOY PROTEIN ISOLATE, WHEY PROTEIN HYDROLYSATE, WHEY PROTEIN CONCENTRATE), GLYCERIN, HYDROLYZED GELATIN, SUGAR, WATER, INULIN, NONFAT DRY MILK, PALM KERNEL OIL, CASHEWS, CONTAINS 2% OR LESS OF: TAPIOCA STARCH, CANOLA OIL, WHOLE MILK SOLIDS, NATURAL FLAVORS, SALT, SOY LECITHIN, VANILLA EXTRACT, CORN SYRUP, CREAM, COCOA POWDER, STEVIOL GLYCOSIDES (STEVIA LEAF EXTRACT), FRUCTOSE, DISODIUM PHOSPHATE, CARRAGEENAN.",,72.0,g,,En. tyčinky,LI,,2017-10-28,2021-03-19,United States,,,,,1003,41.67,,70.0,,,,,,,Protein,G
64331,1630608,branded_food,"SEA SALT + PEPPER VENISON BAR, SEA SALT + PEPPER",,2021-03-19,"EPIC Provisions, LLC",EPIC,,858284002964,"GRASS FED VENISON, LACTIC ACID*, SEA SALT, CELERY POWDER, CRACKED PEPPER, ONION POWDER, GARLIC POWDER",,43.0,g,,En. tyčinky,LI,,2018-06-25,2021-03-19,United States,,,,,1004,6.98,,70.0,,,,,,,Lipid (tuk),G
64332,1630608,branded_food,"SEA SALT + PEPPER VENISON BAR, SEA SALT + PEPPER",,2021-03-19,"EPIC Provisions, LLC",EPIC,,858284002964,"GRASS FED VENISON, LACTIC ACID*, SEA SALT, CELERY POWDER, CRACKED PEPPER, ONION POWDER, GARLIC POWDER",,43.0,g,,En. tyčinky,LI,,2018-06-25,2021-03-19,United States,,,,,1003,27.91,,70.0,,,,,,,Protein,G
64398,1631560,branded_food,"PROTEIN CHEWY BARS, PEANUT BUTTER DARK CHOCOLATE",,2021-03-19,"General Mills, Inc.",NATURE VALLEY,,16000497061,"ROASTED PEANUTS, SOY PROTEIN ISOLATE, CHICORY ROOT EXTRACT, SEMISWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, NATURAL FLAVOR), VEGETABLE OILS (PALM KERNEL, PALM, CANOLA, PEANUT), SUGAR, CORN SYRUP, WHEY PROTEIN CONCENTRATE, FRUCTOSE, PEANUT BUTTER (PEANUTS, SALT), COCOA, VEGETABLE GLYCERIN, RICE STARCH, SOY LECITHIN, SALT, CORN STARCH, NATURAL FLAVOR.",,40.0,g,,En. tyčinky,LI,,2019-01-05,2021-03-19,United States,,,,,1004,30.0,,70.0,,,,,,,Lipid (tuk),G
64399,1631560,branded_food,"PROTEIN CHEWY BARS, PEANUT BUTTER DARK CHOCOLATE",,2021-03-19,"General Mills, Inc.",NATURE VALLEY,,16000497061,"ROASTED PEANUTS, SOY PROTEIN ISOLATE, CHICORY ROOT EXTRACT, SEMISWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, NATURAL FLAVOR), VEGETABLE OILS (PALM KERNEL, PALM, CANOLA, PEANUT), SUGAR, CORN SYRUP, WHEY PROTEIN CONCENTRATE, FRUCTOSE, PEANUT BUTTER (PEANUTS, SALT), COCOA, VEGETABLE GLYCERIN, RICE STARCH, SOY LECITHIN, SALT, CORN STARCH, NATURAL FLAVOR.",,40.0,g,,En. tyčinky,LI,,2019-01-05,2021-03-19,United States,,,,,1003,25.0,,70.0,,,,,,,Protein,G
64676,1636105,branded_food,"CRUNCHY GRANOLA BARS, OATS 'N HONEY",,2021-03-19,"General Mills, Inc.",NATURE VALLEY,,16000487598,"WHOLE GRAIN OATS, SUGAR, CANOLA OIL, RICE FLOUR, HONEY, SALT, BROWN SUGAR SYRUP, BAKING SODA, SOY LECITHIN, NATURAL FLAVOR.",,42.0,g,,En. tyčinky,LI,,2018-06-14,2021-03-19,United States,,,,,1004,16.67,,70.0,,,,,,,Lipid (tuk),G
64677,1636105,branded_food,"CRUNCHY GRANOLA BARS, OATS 'N HONEY",,2021-03-19,"General Mills, Inc.",NATURE VALLEY,,16000487598,"WHOLE GRAIN OATS, SUGAR, CANOLA OIL, RICE FLOUR, HONEY, SALT, BROWN SUGAR SYRUP, BAKING SODA, SOY LECITHIN, NATURAL FLAVOR.",,42.0,g,,En. tyčinky,LI,,2018-06-14,2021-03-19,United States,,,,,1003,7.14,,70.0,,,,,,,Protein,G
65517,1649037,branded_food,"PROTEIN BAR, CHOCOLATE PEANUT BUTTER",,2021-03-19,"Wristwand, LLC.",SIMPLYPROTEIN,,686207803011,"NON-GMO SOY PROTEIN ISOLATE, CHICORY ROOT FIBER, VEGETABLE GLYCERIN, ROASTED PEANUTS, NATURAL PEANUT BUTTER, COCOA POWDER, TAPIOCA STARCH, NATURAL FLAVOR, SALT.",,40.0,g,,En. tyčinky,LI,,2020-05-08,2021-03-19,United States,,,,,1004,11.25,,70.0,,,,,,,Lipid (tuk),G
65518,1649037,branded_food,"PROTEIN BAR, CHOCOLATE PEANUT BUTTER",,2021-03-19,"Wristwand, LLC.",SIMPLYPROTEIN,,686207803011,"NON-GMO SOY PROTEIN ISOLATE, CHICORY ROOT FIBER, VEGETABLE GLYCERIN, ROASTED PEANUTS, NATURAL PEANUT BUTTER, COCOA POWDER, TAPIOCA STARCH, NATURAL FLAVOR, SALT.",,40.0,g,,En. tyčinky,LI,,2020-05-08,2021-03-19,United States,,,,,1003,37.5,,70.0,,,,,,,Protein,G
68195,1687333,branded_food,"SNICKERDOODLE PROTEIN COOKIES, SNICKERDOODLE",,2021-03-19,"Quest Nutrition, LLC",QUEST,,888849007752,"PROTEIN BLEND (MILK PROTEIN ISOLATE, WHEY PROTEIN ISOLATE), BUTTER (CREAM, NATURAL FLAVORS), SOLUBLE CORN FIBER, PALM OIL, ERYTHRITOL, CALCIUM CASEINATE, NATURAL FLAVORS, WATER. CONTAINS LESS THAN 2% OF THE FOLLOWING: SEA SALT, CINNAMON, BAKING SODA, SUNFLOWER LECITHIN, SAFFLOWER OIL, XANTHAN GUM, STEVIOL GLYCOSIDES (STEVIA).",,58.0,g,,En. tyčinky,LI,,2020-09-21,2021-03-19,United States,,,,,1004,27.59,,70.0,,,,,,,Lipid (tuk),G
68196,1687333,branded_food,"SNICKERDOODLE PROTEIN COOKIES, SNICKERDOODLE",,2021-03-19,"Quest Nutrition, LLC",QUEST,,888849007752,"PROTEIN BLEND (MILK PROTEIN ISOLATE, WHEY PROTEIN ISOLATE), BUTTER (CREAM, NATURAL FLAVORS), SOLUBLE CORN FIBER, PALM OIL, ERYTHRITOL, CALCIUM CASEINATE, NATURAL FLAVORS, WATER. CONTAINS LESS THAN 2% OF THE FOLLOWING: SEA SALT, CINNAMON, BAKING SODA, SUNFLOWER LECITHIN, SAFFLOWER OIL, XANTHAN GUM, STEVIOL GLYCOSIDES (STEVIA).",,58.0,g,,En. tyčinky,LI,,2020-09-21,2021-03-19,United States,,,,,1003,25.86,,70.0,,,,,,,Protein,G
69534,1704323,branded_food,"CARAMEL ALMOND & SEA SALT MINIS BARS, CARAMEL ALMOND & SEA SALT",,2021-03-19,KIND Inc.,KIND,,602652279492,"ALMONDS, CHICORY ROOT FIBER, HONEY, GLUCOSE SYRUP, PALM KERNEL OIL, SUGAR, RICE FLOUR, MILK POWDER, SEA SALT, CAROB POWDER, SOY LECITHIN, NATURAL FLAVOR, ANNATTO.",,20.0,g,,En. tyčinky,LI,,2020-04-08,2021-03-19,United States,,,,,1004,40.0,,70.0,,,,,,,Lipid (tuk),G
69535,1704323,branded_food,"CARAMEL ALMOND & SEA SALT MINIS BARS, CARAMEL ALMOND & SEA SALT",,2021-03-19,KIND Inc.,KIND,,602652279492,"ALMONDS, CHICORY ROOT FIBER, HONEY, GLUCOSE SYRUP, PALM KERNEL OIL, SUGAR, RICE FLOUR, MILK POWDER, SEA SALT, CAROB POWDER, SOY LECITHIN, NATURAL FLAVOR, ANNATTO.",,20.0,g,,En. tyčinky,LI,,2020-04-08,2021-03-19,United States,,,,,1003,15.0,,70.0,,,,,,,Protein,G
69850,1707494,branded_food,"CRANBERRY TRAIL MIX FLAVOR SNACK BARS, CRANBERRY TRAIL MIX",,2021-03-19,"Quest Nutrition, LLC",QUEST,,888849010684,"ALMONDS, PEANUTS, SOLUBLE CORN FIBER, WHEY PROTEIN ISOLATE, PALM KERNEL OIL, ERYTHRITOL, GLYCERIN, MILK PROTEIN ISOLATE, SODIUM CASEINATE, COCOA PROCESSED WITH ALKALI. CONTAINS LESS THAN 2% OF THE FOLLOWING: CRANBERRIES, WATER, SEA SALT, NATURAL FLAVORS, STEVIA SWEETENER, SUNFLOWER LECITHIN.",,43.0,g,,En. tyčinky,LI,,2020-04-08,2021-03-19,United States,,,,,1004,34.88,,70.0,,,,,,,Lipid (tuk),G
69851,1707494,branded_food,"CRANBERRY TRAIL MIX FLAVOR SNACK BARS, CRANBERRY TRAIL MIX",,2021-03-19,"Quest Nutrition, LLC",QUEST,,888849010684,"ALMONDS, PEANUTS, SOLUBLE CORN FIBER, WHEY PROTEIN ISOLATE, PALM KERNEL OIL, ERYTHRITOL, GLYCERIN, MILK PROTEIN ISOLATE, SODIUM CASEINATE, COCOA PROCESSED WITH ALKALI. CONTAINS LESS THAN 2% OF THE FOLLOWING: CRANBERRIES, WATER, SEA SALT, NATURAL FLAVORS, STEVIA SWEETENER, SUNFLOWER LECITHIN.",,43.0,g,,En. tyčinky,LI,,2020-04-08,2021-03-19,United States,,,,,1003,23.26,,70.0,,,,,,,Protein,G
69949,1708297,branded_food,"TRIPLE CHOCOLATE PRO PROTEIN ENERGY BAR, TRIPLE CHOCOLATE",,2021-03-19,"Bionutritional Research Group, Inc.",POWER CRUNCH,,644225770012,"PROTO WHEY PROTEIN BLEND (MICRO PEPTIDES FROM HIGH-DH HYDROLYZED WHEY PROTEIN [40% DI AND TRIPEPTIDES], WHEY PROTEIN ISOLATE, MILK PROTEIN ISOLATE), PALM OIL, ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), COCOA PROCESSED WITH ALKALI, PALM KERNEL OIL, CANOLA OIL, FRUCTOSE, ALLULOSE, LESS THAN 2% OF: SOY LECITHIN, NATURAL FLAVORS, MONK FRUIT, SOLUBLE CORN FIBER, STEVIA LEAF EXTRACT, SUGAR, BAKING SODA, SALT, AMMONIUM BICARBONATE.",,58.0,g,,En. tyčinky,LI,,2020-03-13,2021-03-19,United States,,,,,1004,37.93,,70.0,,,,,,,Lipid (tuk),G
69950,1708297,branded_food,"TRIPLE CHOCOLATE PRO PROTEIN ENERGY BAR, TRIPLE CHOCOLATE",,2021-03-19,"Bionutritional Research Group, Inc.",POWER CRUNCH,,644225770012,"PROTO WHEY PROTEIN BLEND (MICRO PEPTIDES FROM HIGH-DH HYDROLYZED WHEY PROTEIN [40% DI AND TRIPEPTIDES], WHEY PROTEIN ISOLATE, MILK PROTEIN ISOLATE), PALM OIL, ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), COCOA PROCESSED WITH ALKALI, PALM KERNEL OIL, CANOLA OIL, FRUCTOSE, ALLULOSE, LESS THAN 2% OF: SOY LECITHIN, NATURAL FLAVORS, MONK FRUIT, SOLUBLE CORN FIBER, STEVIA LEAF EXTRACT, SUGAR, BAKING SODA, SALT, AMMONIUM BICARBONATE.",,58.0,g,,En. tyčinky,LI,,2020-03-13,2021-03-19,United States,,,,,1003,34.48,,70.0,,,,,,,Protein,G
70244,1712122,branded_food,"MAPLE ALMOND BUTTER ORGANIC NUT BUTTER FILLED ENERGY BARS, MAPLE ALMOND BUTTER",,2021-03-19,Clif Bar and Company,CLIF BAR,,722252127921,"NUT BUTTER BLEND* (ALMOND BUTTER*, CASHEW BUTTER*), ROLLED OATS*, OAT FLOUR*, BROWN RICE SYRUP*, PEA PROTEIN*, DATE PASTE*, MAPLE SYRUP*, RICE STARCH*, PALM OIL*, HIGH OLEIC SUNFLOWER OIL*, TAPIOCA SYRUP*, CANE SUGAR*, RICE FLOUR*, NATURAL FLAVORS*, VEGETABLE GLYCERIN, SEA SALT, NATURAL FLAVORS, COCONUT*, SUNFLOWER LECITHIN, MIXED TOCOPHEROLS (ANTIOXIDANT).",,50.0,g,,En. tyčinky,LI,,2020-04-08,2021-03-19,United States,,,,,1004,20.0,,70.0,,,,,,,Lipid (tuk),G
70245,1712122,branded_food,"MAPLE ALMOND BUTTER ORGANIC NUT BUTTER FILLED ENERGY BARS, MAPLE ALMOND BUTTER",,2021-03-19,Clif Bar and Company,CLIF BAR,,722252127921,"NUT BUTTER BLEND* (ALMOND BUTTER*, CASHEW BUTTER*), ROLLED OATS*, OAT FLOUR*, BROWN RICE SYRUP*, PEA PROTEIN*, DATE PASTE*, MAPLE SYRUP*, RICE STARCH*, PALM OIL*, HIGH OLEIC SUNFLOWER OIL*, TAPIOCA SYRUP*, CANE SUGAR*, RICE FLOUR*, NATURAL FLAVORS*, VEGETABLE GLYCERIN, SEA SALT, NATURAL FLAVORS, COCONUT*, SUNFLOWER LECITHIN, MIXED TOCOPHEROLS (ANTIOXIDANT).",,50.0,g,,En. tyčinky,LI,,2020-04-08,2021-03-19,United States,,,,,1003,12.0,,70.0,,,,,,,Protein,G
71056,1723299,branded_food,"BANANA NUT BREAD FLAVORED PROTEIN BARS, BANANA NUT BREAD",,2021-03-19,"ONE Brands, LLC",ONE,,788434104401,"INGREDIENTS: PROTEIN BLEND (PEA PROTEIN, RICE PROTEIN, ALMOND PROTEIN), SOLUBLE CORN FIBER, MALTITOL, VEGETABLE GLYCERIN, PALM KERNEL OIL, ALMONDS. NATURAL FLAVORS, PEA STARCH, SUNFLOWER LECITHIN (AN EMULSIFIER), SEA SALT, RICE FLOUR, CALCIUM CARBONATE, CORN STARCH AND MONK FRUIT EXTRACT.",,45.0,g,,En. tyčinky,LI,,2020-07-28,2021-03-19,United States,,,,,1004,15.56,,70.0,,,,,,,Lipid (tuk),G
71057,1723299,branded_food,"BANANA NUT BREAD FLAVORED PROTEIN BARS, BANANA NUT BREAD",,2021-03-19,"ONE Brands, LLC",ONE,,788434104401,"INGREDIENTS: PROTEIN BLEND (PEA PROTEIN, RICE PROTEIN, ALMOND PROTEIN), SOLUBLE CORN FIBER, MALTITOL, VEGETABLE GLYCERIN, PALM KERNEL OIL, ALMONDS. NATURAL FLAVORS, PEA STARCH, SUNFLOWER LECITHIN (AN EMULSIFIER), SEA SALT, RICE FLOUR, CALCIUM CARBONATE, CORN STARCH AND MONK FRUIT EXTRACT.",,45.0,g,,En. tyčinky,LI,,2020-07-28,2021-03-19,United States,,,,,1003,26.67,,70.0,,,,,,,Protein,G
71343,1727070,branded_food,"PROTEIN BARS, CHOCOLATE CHIP",,2021-03-19,"General Mills, Inc.",FIBER ONE,,16000141681,"CHICORY ROOT EXTRACT, WHEY PROTEIN ISOLATE, SOY PROTEIN ISOLATE, MALTITOL, PALM KERNEL OIL, VEGETABLE GLYCERIN, MALTITOL SYRUP, PARTIALLY HYDROLYZED MILK PROTEIN ISOLATE, SEMI-SWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, ARTIFICIAL FLAVOR), MILK PROTEIN ISOLATE, WATER, CALCIUM CASEINATE, COCOA, SOY LECITHIN, SALT, DUTCH COCOA (PROCESSED WITH ALKALI), NATURAL FLAVOR, STEVIA EXTRACT, CARAMEL COLOR.",,27.0,g,,En. tyčinky,LI,,2018-06-14,2021-03-19,United States,,,,,1004,9.26,,70.0,,,,,,,Lipid (tuk),G
71344,1727070,branded_food,"PROTEIN BARS, CHOCOLATE CHIP",,2021-03-19,"General Mills, Inc.",FIBER ONE,,16000141681,"CHICORY ROOT EXTRACT, WHEY PROTEIN ISOLATE, SOY PROTEIN ISOLATE, MALTITOL, PALM KERNEL OIL, VEGETABLE GLYCERIN, MALTITOL SYRUP, PARTIALLY HYDROLYZED MILK PROTEIN ISOLATE, SEMI-SWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, ARTIFICIAL FLAVOR), MILK PROTEIN ISOLATE, WATER, CALCIUM CASEINATE, COCOA, SOY LECITHIN, SALT, DUTCH COCOA (PROCESSED WITH ALKALI), NATURAL FLAVOR, STEVIA EXTRACT, CARAMEL COLOR.",,27.0,g,,En. tyčinky,LI,,2018-06-14,2021-03-19,United States,,,,,1003,37.04,,70.0,,,,,,,Protein,G
71517,1729483,branded_food,"CARROT BLUEBERRY WHOLE FOOD BAR, CARROT BLUEBERRY",,2021-03-19,Bright Bar,BRIGHT,,867356000326,"ORGANIC CARROT, CASHEW, ORGANIC BLUEBERRY, ORGANIC APPLE, DRIED BLUEBERRY, DRIED APPLE, CHIA, COCONUT, ORGANIC BEET, DRIED ORANGE, BLUEBERRY POWDER, LEMON JUICE CONCENTRATE, ALMONDS, NATURAL FLAVORS, VITAMIN C, SALT, VITAMIN E, PROBIOTICS (BACILLUS COAGULANS MTCC5856), PREBIOTIC FIBER",,70.0,g,,En. tyčinky,LI,,2020-06-16,2021-03-19,United States,,,,,1004,12.86,,70.0,,,,,,,Lipid (tuk),G
71518,1729483,branded_food,"CARROT BLUEBERRY WHOLE FOOD BAR, CARROT BLUEBERRY",,2021-03-19,Bright Bar,BRIGHT,,867356000326,"ORGANIC CARROT, CASHEW, ORGANIC BLUEBERRY, ORGANIC APPLE, DRIED BLUEBERRY, DRIED APPLE, CHIA, COCONUT, ORGANIC BEET, DRIED ORANGE, BLUEBERRY POWDER, LEMON JUICE CONCENTRATE, ALMONDS, NATURAL FLAVORS, VITAMIN C, SALT, VITAMIN E, PROBIOTICS (BACILLUS COAGULANS MTCC5856), PREBIOTIC FIBER",,70.0,g,,En. tyčinky,LI,,2020-06-16,2021-03-19,United States,,,,,1003,5.71,,70.0,,,,,,,Protein,G
72029,1735348,branded_food,"SEA SALT CARAMEL ORGANIC PLANT-BASED PERFORMANCE PROTEIN BAR, SEA SALT CARAMEL",,2021-03-19,"Garden of Life, Inc.",GARDEN OF LIFE,,658010119207,"ORGANIC TAPIOCA (SYRUP AND SOLUBLE FIBER), ORGANIC PEA PROTEIN, ORGANIC ALMOND BUTTER, ORGANIC VEGETABLE GLYCERIN, ORGANIC YACON SYRUP (ROOT), ORGANIC SPROUTED BROWN RICE PROTEIN, ORGANIC PEA CRISPS (ORGANIC PEA PROTEIN, ORGANIC STARCH), ORGANIC ACACIA FIBER, ORGANIC ALMONDS, ORGANIC FLAVORS, SEA SALT.",,70.0,g,,En. tyčinky,LI,,2020-09-21,2021-03-19,United States,,,,,1004,11.43,,70.0,,,,,,,Lipid (tuk),G
72030,1735348,branded_food,"SEA SALT CARAMEL ORGANIC PLANT-BASED PERFORMANCE PROTEIN BAR, SEA SALT CARAMEL",,2021-03-19,"Garden of Life, Inc.",GARDEN OF LIFE,,658010119207,"ORGANIC TAPIOCA (SYRUP AND SOLUBLE FIBER), ORGANIC PEA PROTEIN, ORGANIC ALMOND BUTTER, ORGANIC VEGETABLE GLYCERIN, ORGANIC YACON SYRUP (ROOT), ORGANIC SPROUTED BROWN RICE PROTEIN, ORGANIC PEA CRISPS (ORGANIC PEA PROTEIN, ORGANIC STARCH), ORGANIC ACACIA FIBER, ORGANIC ALMONDS, ORGANIC FLAVORS, SEA SALT.",,70.0,g,,En. tyčinky,LI,,2020-09-21,2021-03-19,United States,,,,,1003,28.57,,70.0,,,,,,,Protein,G
72230,1739079,branded_food,"SEA SALT CARAMEL BAR, SEA SALT CARAMEL",,2021-03-19,"Stoka Nutrition, LLC",STOKA BAR,,850003532110,"ALMONDS, ERYTHRITOL, INSULIN, NATURAL FLAVORS, SEA SALT, GUAR GUM, SUNFLOWER LECITHIN, STEVIA EXTRACT.",,51.0,g,,En. tyčinky,LI,,2020-10-26,2021-03-19,United States,,,,,1004,43.14,,70.0,,,,,,,Lipid (tuk),G
72231,1739079,branded_food,"SEA SALT CARAMEL BAR, SEA SALT CARAMEL",,2021-03-19,"Stoka Nutrition, LLC",STOKA BAR,,850003532110,"ALMONDS, ERYTHRITOL, INSULIN, NATURAL FLAVORS, SEA SALT, GUAR GUM, SUNFLOWER LECITHIN, STEVIA EXTRACT.",,51.0,g,,En. tyčinky,LI,,2020-10-26,2021-03-19,United States,,,,,1003,17.65,,70.0,,,,,,,Protein,G
72297,1739911,branded_food,"APPLE PIE FLAVORED COLLAGEN BARS, APPLE PIE",,2021-03-19,"Ahold USA, Inc. ",NATURE'S PROMISE,,688267560446,"HYDROLYZED BOVINE COLLAGEN, APPLES, DATES, HONEY, ALMONDS, NATURAL FLAVOR, CINNAMON, WATER, SEA SALT.",,45.0,g,,En. tyčinky,LI,,2020-11-19,2021-03-19,United States,,,,,1004,2.22,,70.0,,,,,,,Lipid (tuk),G
72298,1739911,branded_food,"APPLE PIE FLAVORED COLLAGEN BARS, APPLE PIE",,2021-03-19,"Ahold USA, Inc. ",NATURE'S PROMISE,,688267560446,"HYDROLYZED BOVINE COLLAGEN, APPLES, DATES, HONEY, ALMONDS, NATURAL FLAVOR, CINNAMON, WATER, SEA SALT.",,45.0,g,,En. tyčinky,LI,,2020-11-19,2021-03-19,United States,,,,,1003,28.89,,70.0,,,,,,,Protein,G
72814,1745664,branded_food,"STRAWBERRY CREME PROTEIN ENERGY BAR, STRAWBERRY CREME",,2021-03-19,"Bionutritional Research Group, Inc.",POWER CRUNCH,,644225727139,"PROTO WHEY PROTEIN BLEND (MICRO PEPTIDES FROM HIGH-DH HYDROLYZED WHEY PROTEIN [40% DI AND TRIPEPTIDES], WHEY PROTEIN ISOLATE, MILK PROTEIN ISOLATE), PALM OIL, ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, PALM KERNEL OIL, CANOLA OIL, FRUCTOSE, SOY LECITHIN, NATURAL FLAVORS, CITRIC ACID, SUNFLOWER OIL, MALTODEXTRIN, SUCRALOSE, FREEZE DRIED STRAWBERRY POWDER, SALT, BEET POWDER, WATER, BAKING SODA, AMMONIUM BICARBONATE, VEGETABLE JUICE, STEVIA LEAF EXTRACT, ASCORBIC ACID.",,40.0,g,,En. tyčinky,LI,,2021-01-21,2021-03-19,United States,,,,,1004,35.0,,70.0,,,,,,,Lipid (tuk),G
72815,1745664,branded_food,"STRAWBERRY CREME PROTEIN ENERGY BAR, STRAWBERRY CREME",,2021-03-19,"Bionutritional Research Group, Inc.",POWER CRUNCH,,644225727139,"PROTO WHEY PROTEIN BLEND (MICRO PEPTIDES FROM HIGH-DH HYDROLYZED WHEY PROTEIN [40% DI AND TRIPEPTIDES], WHEY PROTEIN ISOLATE, MILK PROTEIN ISOLATE), PALM OIL, ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, PALM KERNEL OIL, CANOLA OIL, FRUCTOSE, SOY LECITHIN, NATURAL FLAVORS, CITRIC ACID, SUNFLOWER OIL, MALTODEXTRIN, SUCRALOSE, FREEZE DRIED STRAWBERRY POWDER, SALT, BEET POWDER, WATER, BAKING SODA, AMMONIUM BICARBONATE, VEGETABLE JUICE, STEVIA LEAF EXTRACT, ASCORBIC ACID.",,40.0,g,,En. tyčinky,LI,,2021-01-21,2021-03-19,United States,,,,,1003,32.5,,70.0,,,,,,,Protein,G
72902,1746497,branded_food,"MAPLE FRENCH TOAST FLAVORED HIGH PROTEIN BARS, MAPLE FRENCH TOAST",,2021-03-19,"ThinkThin, LLC",THINK!,,753656717623,"PROTEIN BLEND (SOY PROTEIN ISOLATE, WHEY PROTEIN ISOLATE, CALCIUM CASEINATE, WHEY PROTEIN CONCENTRATE), MALTITOL SYRUP, VEGETABLE GLYCERIN, ALMONDS, SUNFLOWER OIL, PALM KERNEL OIL, WATER, NATURAL FLAVOR, LECITHIN, UNSWEETENED CHOCOLATE, TAPIOCA STARCH, SALT.",,60.0,g,,En. tyčinky,LI,,2021-01-08,2021-03-19,United States,,,,,1004,15.0,,70.0,,,,,,,Lipid (tuk),G
72903,1746497,branded_food,"MAPLE FRENCH TOAST FLAVORED HIGH PROTEIN BARS, MAPLE FRENCH TOAST",,2021-03-19,"ThinkThin, LLC",THINK!,,753656717623,"PROTEIN BLEND (SOY PROTEIN ISOLATE, WHEY PROTEIN ISOLATE, CALCIUM CASEINATE, WHEY PROTEIN CONCENTRATE), MALTITOL SYRUP, VEGETABLE GLYCERIN, ALMONDS, SUNFLOWER OIL, PALM KERNEL OIL, WATER, NATURAL FLAVOR, LECITHIN, UNSWEETENED CHOCOLATE, TAPIOCA STARCH, SALT.",,60.0,g,,En. tyčinky,LI,,2021-01-08,2021-03-19,United States,,,,,1003,33.33,,70.0,,,,,,,Protein,G
72947,1747027,branded_food,"VANILLA SHORTBREAD FLAVORED COLLAGEN PROTEIN BAR, VANILLA SHORTBREAD",,2021-03-19,"Bulletproof Digital, Inc.",BULLETPROOF,,815709020804,"CASHEW BUTTER, HYDROLYZED COLLAGEN, INULIN, MCT OIL POWDER (CAPRYLIC AND CAPRIC ACID TRIGLYCERIDES FROM HIGHLY REFINED COCONUT OIL, TAPIOCA DEXTRIN), CASHEW MEAL, SUNFLOWER LECITHIN. LESS THAN 2% OF: SAFFLOWER OR SUNFLOWER OIL, VANILLA EXTRACT, SEA SALT, GROUND VANILLA BEANS, ORGANIC STEVIA LEAF EXTRACT, NATURAL FLAVOR.",,40.0,g,,En. tyčinky,LI,,2021-01-21,2021-03-19,United States,,,,,1004,30.0,,70.0,,,,,,,Lipid (tuk),G
72948,1747027,branded_food,"VANILLA SHORTBREAD FLAVORED COLLAGEN PROTEIN BAR, VANILLA SHORTBREAD",,2021-03-19,"Bulletproof Digital, Inc.",BULLETPROOF,,815709020804,"CASHEW BUTTER, HYDROLYZED COLLAGEN, INULIN, MCT OIL POWDER (CAPRYLIC AND CAPRIC ACID TRIGLYCERIDES FROM HIGHLY REFINED COCONUT OIL, TAPIOCA DEXTRIN), CASHEW MEAL, SUNFLOWER LECITHIN. LESS THAN 2% OF: SAFFLOWER OR SUNFLOWER OIL, VANILLA EXTRACT, SEA SALT, GROUND VANILLA BEANS, ORGANIC STEVIA LEAF EXTRACT, NATURAL FLAVOR.",,40.0,g,,En. tyčinky,LI,,2021-01-21,2021-03-19,United States,,,,,1003,27.5,,70.0,,,,,,,Protein,G
74103,1768312,branded_food,"FRUIT BAR, APPLE STRAWBERRIES",,2021-06-17,"That's It Nutrition, LLC ",THAT'S IT.,,850397004637,"APPLES, STRAWBERRIES.",,35.0,g,,En. tyčinky,LI,175 g,2018-07-17,2021-06-17,United States,,,,,1004,0.0,,75.0,,,,,,,Lipid (tuk),G
74104,1768312,branded_food,"FRUIT BAR, APPLE STRAWBERRIES",,2021-06-17,"That's It Nutrition, LLC ",THAT'S IT.,,850397004637,"APPLES, STRAWBERRIES.",,35.0,g,,En. tyčinky,LI,175 g,2018-07-17,2021-06-17,United States,,,,,1003,2.86,,70.0,,,,,,,Protein,G
