,fdc_id,data_type,description,food_category_id,publication_date,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description,nutrient_id,amount,data_points,derivation_id,min,max,median,loq,footnote,min_year_acquired,nutrient_name,unit_name
34589,1866251,branded_food,"DOUBLE CHOCOLATE BROWNIE, DOUBLE CHOCOLATE",,2021-07-29,Nature's Bakery LLC,NATURE'S BAKERY,,47495751031,"WHOLE WHEAT FLOUR, CANE SUGAR SYRUP, DATE PASTE, CANOLA OIL, COCOA POWDER (PROCESSED WITH ALKALI), CANE SUGAR, CHOCOLATE (UNSWEETENED CHOCOLATE, CANE SUGAR, COCOA BUTTER), SEA SALT, FLAXSEED, BAKING SODA.",,57.0,g,,En. tyčinky,LI,12 oz/340 g,2020-07-28,2021-07-29,United States,,,,,1003,7.02,,70.0,,,,,,,Protein,G
35885,1142322,branded_food,"SALTED CARAMEL KETO BAR, SALTED CARAMEL",,2020-11-30,Kiss My Keto LLC,,,850002251234,"INGREDIENTS: TAPIOCA FIBER, WHITE COATING (INULIN, PALM KERNEL OIL, MILK PROTEIN ISOLATE, SUNFLOWER LECITHIN, VANILLA POWDER, STEVIA EXTRACT), COCONUT OIL, ALMONDS, WHOLE EGG POWDER, EGG WHITES, WHEY PROTEIN ISOLATE, MEDIUM CHAIN TRIGLYCERIDES, NATURAL FLAVORS, ACACIA GUM, SEA SALT, SUNFLOWER LECITHIN, PURIFIED STEVIA EXTRACT, CASHEWS, CINNAMON.",,50.0,g,,En. tyčinky,LI,,2020-10-09,2020-11-30,United States,,,,,1004,40.0,,70.0,,,,,,,Lipid (tuk),G
35886,1142322,branded_food,"SALTED CARAMEL KETO BAR, SALTED CARAMEL",,2020-11-30,Kiss My Keto LLC,,,850002251234,"INGREDIENTS: TAPIOCA FIBER, WHITE COATING (INULIN, PALM KERNEL OIL, MILK PROTEIN ISOLATE, SUNFLOWER LECITHIN, VANILLA POWDER, STEVIA EXTRACT), COCONUT OIL, ALMONDS, WHOLE EGG POWDER, EGG WHITES, WHEY PROTEIN ISOLATE, MEDIUM CHAIN TRIGLYCERIDES, NATURAL FLAVORS, ACACIA GUM, SEA SALT, SUNFLOWER LECITHIN, PURIFIED STEVIA EXTRACT, CASHEWS, CINNAMON.",,50.0,g,,En. tyčinky,LI,,2020-10-09,2020-11-30,United States,,,,,1003,20.0,,70.0,,,,,,,Protein,G
36035,1144551,branded_food,"COCONUT CHOCOLATE ALMOND BUTTER CHEWY BAKED WHOLE GRAIN SNACK BARS, COCONUT CHOCOLATE ALMOND BUTTER",,2020-11-30,"KSLB Holdings, LLC",,,89947897591,"(THAT WE ARE PROUD OF!) GLUTEN FREE OATS (OAT FLOUR AND ROLLED OATS), BROWN RICE SYRUP, INVERT CANE SUGAR, FIG PASTE (FIG PASTE, FIG CONCENTRATE), CHOCOLATE CHIPS (SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER, NON-GMO SOY LECITHIN [AN EMULSIFIER], NATURAL VANILLA EXTRACT), ALMOND BUTTER (ALMONDS), FLAX SEEDS, COCONUT, INULIN, COCOA EXTRACT, BAKING SODA, NON-GMO EXPELLER PRESSED CANOLA OIL, SEA SALT.",,35.0,g,,En. tyčinky,LI,,2020-10-02,2020-11-30,United States,,,,,1004,12.86,,70.0,,,,,,,Lipid (tuk),G
36036,1144551,branded_food,"COCONUT CHOCOLATE ALMOND BUTTER CHEWY BAKED WHOLE GRAIN SNACK BARS, COCONUT CHOCOLATE ALMOND BUTTER",,2020-11-30,"KSLB Holdings, LLC",,,89947897591,"(THAT WE ARE PROUD OF!) GLUTEN FREE OATS (OAT FLOUR AND ROLLED OATS), BROWN RICE SYRUP, INVERT CANE SUGAR, FIG PASTE (FIG PASTE, FIG CONCENTRATE), CHOCOLATE CHIPS (SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER, NON-GMO SOY LECITHIN [AN EMULSIFIER], NATURAL VANILLA EXTRACT), ALMOND BUTTER (ALMONDS), FLAX SEEDS, COCONUT, INULIN, COCOA EXTRACT, BAKING SODA, NON-GMO EXPELLER PRESSED CANOLA OIL, SEA SALT.",,35.0,g,,En. tyčinky,LI,,2020-10-02,2020-11-30,United States,,,,,1003,8.57,,70.0,,,,,,,Protein,G
36528,1151011,branded_food,"CRANBERRY ORANGE CRISPY GRAIN & SEED BARS, CRANBERRY ORANGE",,2020-12-30,"Enjoy Life Natural Brands, LLC",,,819597011630,"INGREDIENTS: TAPIOCA SYRUP, ORGANIC ROLLED OATS, RICE PROTEIN CRISPS (RICE PROTEIN, RICE STARCH), SWEETENED DRIED CRANBERRIES (CRANBERRIES. CANE SUGAR, SUNFLOWER OIL), COCOA BUTTER. PEARLED SORGHUM CRISPS, DATE PASTE, BROWN SUGAR, ROASTED AND SALTED SUNFLOWER SEEDS (SUNFLOWER KERNELS. SUNFLOWER OIL. SALT), ROASTED AND SALTED PUMPKIN SEEDS (PUMPKIN SEEDS. SAFFLOWER OIL SALT). FLAXSEED, SAFFLOWER OIL, WHITE PEARLED SORGHUM FLOUR, POPPED SORGHUM, DRIED BEET POWDER (ARTIFICIAL COLORING), VANILLA EXTRACT, BLOOD ORANGE OIL, ROSEMARY EXTRACT.",,28.0,g,,En. tyčinky,LI,,2020-11-14,2020-12-30,United States,,,,,1004,17.86,,70.0,,,,,,,Lipid (tuk),G
36529,1151011,branded_food,"CRANBERRY ORANGE CRISPY GRAIN & SEED BARS, CRANBERRY ORANGE",,2020-12-30,"Enjoy Life Natural Brands, LLC",,,819597011630,"INGREDIENTS: TAPIOCA SYRUP, ORGANIC ROLLED OATS, RICE PROTEIN CRISPS (RICE PROTEIN, RICE STARCH), SWEETENED DRIED CRANBERRIES (CRANBERRIES. CANE SUGAR, SUNFLOWER OIL), COCOA BUTTER. PEARLED SORGHUM CRISPS, DATE PASTE, BROWN SUGAR, ROASTED AND SALTED SUNFLOWER SEEDS (SUNFLOWER KERNELS. SUNFLOWER OIL. SALT), ROASTED AND SALTED PUMPKIN SEEDS (PUMPKIN SEEDS. SAFFLOWER OIL SALT). FLAXSEED, SAFFLOWER OIL, WHITE PEARLED SORGHUM FLOUR, POPPED SORGHUM, DRIED BEET POWDER (ARTIFICIAL COLORING), VANILLA EXTRACT, BLOOD ORANGE OIL, ROSEMARY EXTRACT.",,28.0,g,,En. tyčinky,LI,,2020-11-14,2020-12-30,United States,,,,,1003,14.29,,70.0,,,,,,,Protein,G
36650,1152052,branded_food,"BLUEBERRY BLITZ FLAVORED SOFT BAKED MINI BAR, BLUEBERRY BLITZ",,2020-12-30,The Kellogg Company ,,,38000229671,"CRUST: WHOLE WHEAT FLOUR, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), SOYBEAN OIL, SOLUBLE CORN FIBER, SUGAR, WHOLE GRAIN OATS, DEXTROSE, FRUCTOSE, CALCIUM CARBONATE, WHEY, SALT, CELLULOSE, POTASSIUM BICARBONATE, MONO- AND DIGLYCERIDES, SOY LECITHIN, NATURAL FLAVOR, WHEAT GLUTEN, XANTHAN GUM, CARRAGEENAN, NIACINAMIDE, REDUCED IRON, ZINC OXIDE, VITAMIN A PALMITATE, GUAR GUM, VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), FILLING: INVERT SUGAR, VEGETABLE GLYCERIN, FRUCTOSE, MODIFIED FOOD STARCH, BLUEBERRY PUREE CONCENTRATE, DEXTROSE, PALM OIL, APPLE POWDER, CORNSTARCH, CELLULOSE GEL, NATURAL FLAVORS, CITRIC ACID, VEGETABLE JUICE FOR COLOR, SODIUM CITRATE, CELLULOSE GUM, LEMON JUICE CONCENTRATE.",,37.0,g,,En. tyčinky,LI,,2020-11-23,2020-12-30,United States,,,,,1004,9.46,,70.0,,,,,,,Lipid (tuk),G
36651,1152052,branded_food,"BLUEBERRY BLITZ FLAVORED SOFT BAKED MINI BAR, BLUEBERRY BLITZ",,2020-12-30,The Kellogg Company ,,,38000229671,"CRUST: WHOLE WHEAT FLOUR, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), SOYBEAN OIL, SOLUBLE CORN FIBER, SUGAR, WHOLE GRAIN OATS, DEXTROSE, FRUCTOSE, CALCIUM CARBONATE, WHEY, SALT, CELLULOSE, POTASSIUM BICARBONATE, MONO- AND DIGLYCERIDES, SOY LECITHIN, NATURAL FLAVOR, WHEAT GLUTEN, XANTHAN GUM, CARRAGEENAN, NIACINAMIDE, REDUCED IRON, ZINC OXIDE, VITAMIN A PALMITATE, GUAR GUM, VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), FILLING: INVERT SUGAR, VEGETABLE GLYCERIN, FRUCTOSE, MODIFIED FOOD STARCH, BLUEBERRY PUREE CONCENTRATE, DEXTROSE, PALM OIL, APPLE POWDER, CORNSTARCH, CELLULOSE GEL, NATURAL FLAVORS, CITRIC ACID, VEGETABLE JUICE FOR COLOR, SODIUM CITRATE, CELLULOSE GUM, LEMON JUICE CONCENTRATE.",,37.0,g,,En. tyčinky,LI,,2020-11-23,2020-12-30,United States,,,,,1003,2.7,,70.0,,,,,,,Protein,G
37354,1162450,branded_food,"KEY LIME PIE PROTEIN ENERGY BARS, KEY LIME PIE",,2021-01-28,"Bionutritional Research Group, Inc.",,,644225730146,"PROTO WHEY PROTEIN BLEND (MICRO PEPTIDES FROM HIGH-DH HYDROLYZED WHEY PROTEIN [40% DI AND TRIPEPTIDES], WHEY PROTEIN ISOLATE, MILK PROTEIN ISOLATE), PALM OIL, ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, PALM KERNEL OIL, CANOLA OIL, FRUCTOSE, NATURAL FLAVORS, SOY LECITHIN, CORN FIBER, CITRIC ACID, SALT, STEVIA LEAF EXTRACT, MONK FRUIT, SPIRULINA EXTRACT, BAKING SODA, TURMERIC OLEORESIN, AMMONIUM BICARBONATE.",,40.0,g,,En. tyčinky,LI,,2020-12-05,2021-01-28,United States,,,,,1004,35.0,,70.0,,,,,,,Lipid (tuk),G
37355,1162450,branded_food,"KEY LIME PIE PROTEIN ENERGY BARS, KEY LIME PIE",,2021-01-28,"Bionutritional Research Group, Inc.",,,644225730146,"PROTO WHEY PROTEIN BLEND (MICRO PEPTIDES FROM HIGH-DH HYDROLYZED WHEY PROTEIN [40% DI AND TRIPEPTIDES], WHEY PROTEIN ISOLATE, MILK PROTEIN ISOLATE), PALM OIL, ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, PALM KERNEL OIL, CANOLA OIL, FRUCTOSE, NATURAL FLAVORS, SOY LECITHIN, CORN FIBER, CITRIC ACID, SALT, STEVIA LEAF EXTRACT, MONK FRUIT, SPIRULINA EXTRACT, BAKING SODA, TURMERIC OLEORESIN, AMMONIUM BICARBONATE.",,40.0,g,,En. tyčinky,LI,,2020-12-05,2021-01-28,United States,,,,,1003,32.5,,70.0,,,,,,,Protein,G
38042,1172656,branded_food,"MILLVILLE ENDULGENT, TREAT BAR, CHOCOLATE COCONUT",,2021-02-26,Aldi-Benner Company,MILLVILLE ENDULGENT,,41498190323,"COCONUT (PRESERVED WITH SULFITES), DARK CHOCOLATE-FLAVORED MALTITOL COATING (MALTITOL, CHOCOLATE LIQUOR, COCOA BUTTER, MILK FAT, SOY LECITHIN, VANILLA), MALTITOL, INULIN, POLYDEXTROSE, GLYCERIN, WHEY PROTEIN ISOLATE, GUM ARABIC, SALT, NATURAL AND ARTIFICIAL FLAVOR, POTASSIUM SORBATE, SUCRALOSE.",,40.0,g,,En. tyčinky,LI,,2018-06-03,2021-02-26,United States,,,,,1004,30.0,,70.0,,,,,,,Lipid (tuk),G
38043,1172656,branded_food,"MILLVILLE ENDULGENT, TREAT BAR, CHOCOLATE COCONUT",,2021-02-26,Aldi-Benner Company,MILLVILLE ENDULGENT,,41498190323,"COCONUT (PRESERVED WITH SULFITES), DARK CHOCOLATE-FLAVORED MALTITOL COATING (MALTITOL, CHOCOLATE LIQUOR, COCOA BUTTER, MILK FAT, SOY LECITHIN, VANILLA), MALTITOL, INULIN, POLYDEXTROSE, GLYCERIN, WHEY PROTEIN ISOLATE, GUM ARABIC, SALT, NATURAL AND ARTIFICIAL FLAVOR, POTASSIUM SORBATE, SUCRALOSE.",,40.0,g,,En. tyčinky,LI,,2018-06-03,2021-02-26,United States,,,,,1003,12.5,,70.0,,,,,,,Protein,G
43791,1267410,branded_food,BAR,,2021-02-26,"Santa Barbara Essential Foods, LLC",SANTA BARBARA BAR,,684733000935,"ALMONDS, BROWN RICE SYRUP, WHEY CRISPS (WHEY PROTEIN CONCENTRATE, RICE FLOUR), ORGANIC SEMI-SWEET CHOCOLATE CHIPS (ORGANIC CANE SUGAR, ORGANIC UNSWEETENED CHOCOLATE, ORGANIC COCOA BUTTER, ORGANIC VANILLA EXTRACT), GLUTEN FREE OATS, SUNFLOWER SEEDS, ORGANIC AGAVE SYRUP, DRIED CRANBERRIES (CRANBERRIES, PINEAPPLE SYRUP), CHICORY FIBER, BROWN RICE SYRUP SOLIDS, SUNFLOWER OIL, CHIA SEEDS, WHEY PROTEIN ISOLATE, NATURAL FLAVORS, UNSWEETENED CHOCOLATE, SEA SALT, SUNFLOWER LECITHIN.",,45.0,g,,En. tyčinky,LI,,2017-07-14,2021-02-26,United States,,,,,1004,22.22,,70.0,,,,,,,Lipid (tuk),G
43792,1267410,branded_food,BAR,,2021-02-26,"Santa Barbara Essential Foods, LLC",SANTA BARBARA BAR,,684733000935,"ALMONDS, BROWN RICE SYRUP, WHEY CRISPS (WHEY PROTEIN CONCENTRATE, RICE FLOUR), ORGANIC SEMI-SWEET CHOCOLATE CHIPS (ORGANIC CANE SUGAR, ORGANIC UNSWEETENED CHOCOLATE, ORGANIC COCOA BUTTER, ORGANIC VANILLA EXTRACT), GLUTEN FREE OATS, SUNFLOWER SEEDS, ORGANIC AGAVE SYRUP, DRIED CRANBERRIES (CRANBERRIES, PINEAPPLE SYRUP), CHICORY FIBER, BROWN RICE SYRUP SOLIDS, SUNFLOWER OIL, CHIA SEEDS, WHEY PROTEIN ISOLATE, NATURAL FLAVORS, UNSWEETENED CHOCOLATE, SEA SALT, SUNFLOWER LECITHIN.",,45.0,g,,En. tyčinky,LI,,2017-07-14,2021-02-26,United States,,,,,1003,17.78,,70.0,,,,,,,Protein,G
44701,1282029,branded_food,HIGH PROTEIN BAR,,2021-02-26,Premier Nutrition Corporation,PREMIER PROTEIN,,643843000594,"PREMIER PROTEIN BAR PROTEIN BLEND (SOY PROTEIN ISOLATE, WHEY PROTEIN HYDROLYSATE, WHEY PROTEIN CONCENTRATE), GLYCERIN, HYDROLYZED GELATIN, PARTIALLY DEFATTED PEANUT FLOUR, SUGAR, WATER, PEANUT BUTTER (DRY ROASTED PEANUTS), PALM KERNEL OIL, INULIN, CONTAINS 2% OR LESS OF THE FOLLOWING: TAPIOCA STARCH, SALT, NATURAL AND ARTIFICIAL FLAVORS, NONFAT DRY MILK, SOY LECITHIN (AN EMULSIFIER), PEANUT EXTRACT, PEANUT OIL, SUCRALOSE.",,72.0,g,,En. tyčinky,LI,,2017-11-05,2021-02-26,United States,,,,,1004,13.89,,70.0,,,,,,,Lipid (tuk),G
44702,1282029,branded_food,HIGH PROTEIN BAR,,2021-02-26,Premier Nutrition Corporation,PREMIER PROTEIN,,643843000594,"PREMIER PROTEIN BAR PROTEIN BLEND (SOY PROTEIN ISOLATE, WHEY PROTEIN HYDROLYSATE, WHEY PROTEIN CONCENTRATE), GLYCERIN, HYDROLYZED GELATIN, PARTIALLY DEFATTED PEANUT FLOUR, SUGAR, WATER, PEANUT BUTTER (DRY ROASTED PEANUTS), PALM KERNEL OIL, INULIN, CONTAINS 2% OR LESS OF THE FOLLOWING: TAPIOCA STARCH, SALT, NATURAL AND ARTIFICIAL FLAVORS, NONFAT DRY MILK, SOY LECITHIN (AN EMULSIFIER), PEANUT EXTRACT, PEANUT OIL, SUCRALOSE.",,72.0,g,,En. tyčinky,LI,,2017-11-05,2021-02-26,United States,,,,,1003,41.67,,70.0,,,,,,,Protein,G
44821,1284207,branded_food,"WHEY PROTEIN BAKED BAR, COOKIES AND CREAM, COOKIES AND CREAM",,2021-02-26,Pervine Foods LLC ,FITCRUNCH,,839138002538,"PROPRIETARY FORTIFX PROTEIN BLEND (WHEY PROTEIN ISOLATE, WHEY PROTEIN CONCENTRATE), SOY PROTEIN ISOLATE, VEGETABLE OILS (PALM AND PALM KERNEL), VEGETABLE GLYCERIN, PALM OIL, SUGAR, MALTITOL, SORBITOL, GELATIN, CORN SYRUP, WATER, AND COCOA (PROCESSED WITH ALKALI). CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN RICE FLOUR, EVAPORATED CANE JUICE, SUNFLOWER OIL, MONOGLYCERIDES, TAPIOCA STARCH, SOY LECITHIN, SALT, VANILLA, NATURAL FLAVORS, MALTODEXTRIN, SODIUM CASEINATE, PROPYLENE GLYCOL MONOESTERS, CHOCOLATE LIQUOR, BAKING SODA, CITRIC ACID, WHEY, BETA-CAROTENE, VITAMIN A PALMITATE, ACETYLATED MONOGLYCERIDES, MONO AND DIGLYCERIDES, POTASSIUM SORBATE, SUCRALOSE, NATURAL TOCOPHEROLS, PEANUTS, ALMONDS, AND SILICON DIOXIDE.",,88.0,g,,En. tyčinky,LI,,2020-04-26,2021-02-26,United States,,,,,1004,18.18,,70.0,,,,,,,Lipid (tuk),G
44822,1284207,branded_food,"WHEY PROTEIN BAKED BAR, COOKIES AND CREAM, COOKIES AND CREAM",,2021-02-26,Pervine Foods LLC ,FITCRUNCH,,839138002538,"PROPRIETARY FORTIFX PROTEIN BLEND (WHEY PROTEIN ISOLATE, WHEY PROTEIN CONCENTRATE), SOY PROTEIN ISOLATE, VEGETABLE OILS (PALM AND PALM KERNEL), VEGETABLE GLYCERIN, PALM OIL, SUGAR, MALTITOL, SORBITOL, GELATIN, CORN SYRUP, WATER, AND COCOA (PROCESSED WITH ALKALI). CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN RICE FLOUR, EVAPORATED CANE JUICE, SUNFLOWER OIL, MONOGLYCERIDES, TAPIOCA STARCH, SOY LECITHIN, SALT, VANILLA, NATURAL FLAVORS, MALTODEXTRIN, SODIUM CASEINATE, PROPYLENE GLYCOL MONOESTERS, CHOCOLATE LIQUOR, BAKING SODA, CITRIC ACID, WHEY, BETA-CAROTENE, VITAMIN A PALMITATE, ACETYLATED MONOGLYCERIDES, MONO AND DIGLYCERIDES, POTASSIUM SORBATE, SUCRALOSE, NATURAL TOCOPHEROLS, PEANUTS, ALMONDS, AND SILICON DIOXIDE.",,88.0,g,,En. tyčinky,LI,,2020-04-26,2021-02-26,United States,,,,,1003,34.09,,70.0,,,,,,,Protein,G
45113,1291181,branded_food,ORGANIC ENERGY CHEWS,,2021-02-26,En-R-G Foods LLC,HONEY STINGER,,810815020984,"ORGANIC TAPIOCA SYRUP, ORGANIC EVAPORATED CANE JUICE, ORGANIC HONEY, (ORGANIC GRAPE JUICE CONCENTRATE, ASCORBIC ACID), PECTIN, CITRIC ACID, ORGANIC COLOR [BLACK CARROT JUICE CONCENTRATE (RED)], NATURAL FLAVOR, POTASSIUM CITRATE, ORGANIC SUNFLOWER OIL, CARNAUBA WAX.",,50.0,g,,En. tyčinky,LI,,2018-07-10,2021-02-26,United States,,,,,1004,0.0,,75.0,,,,,,,Lipid (tuk),G
45114,1291181,branded_food,ORGANIC ENERGY CHEWS,,2021-02-26,En-R-G Foods LLC,HONEY STINGER,,810815020984,"ORGANIC TAPIOCA SYRUP, ORGANIC EVAPORATED CANE JUICE, ORGANIC HONEY, (ORGANIC GRAPE JUICE CONCENTRATE, ASCORBIC ACID), PECTIN, CITRIC ACID, ORGANIC COLOR [BLACK CARROT JUICE CONCENTRATE (RED)], NATURAL FLAVOR, POTASSIUM CITRATE, ORGANIC SUNFLOWER OIL, CARNAUBA WAX.",,50.0,g,,En. tyčinky,LI,,2018-07-10,2021-02-26,United States,,,,,1003,2.0,,70.0,,,,,,,Protein,G
45129,1291524,branded_food,SUPERFOOD SNACK BAR,,2021-02-26,Nature's Path Foods Inc.,NATURE'S PATH ORGANIC,,58449153153,"ROASTED PEANUTS*, DRIED COCONUT*, FAIR TRADE DARK CHOCOLATE CHUNKS* (CANE SUGAR*, UNSWEETENED CHOCOLATE*, COCOA BUTTER*, VANILLA*), TAPIOCA SYRUP*, BROWN RICE SYRUP*, CHIA SEEDS*, HEMP SEEDS*, PEANUT BUTTER*, SEA SALT, TOCOPHEROLS (VITAMIN E).",,38.0,g,,En. tyčinky,LI,,2018-04-28,2021-02-26,United States,,,,,1004,26.32,,70.0,,,,,,,Lipid (tuk),G
45130,1291524,branded_food,SUPERFOOD SNACK BAR,,2021-02-26,Nature's Path Foods Inc.,NATURE'S PATH ORGANIC,,58449153153,"ROASTED PEANUTS*, DRIED COCONUT*, FAIR TRADE DARK CHOCOLATE CHUNKS* (CANE SUGAR*, UNSWEETENED CHOCOLATE*, COCOA BUTTER*, VANILLA*), TAPIOCA SYRUP*, BROWN RICE SYRUP*, CHIA SEEDS*, HEMP SEEDS*, PEANUT BUTTER*, SEA SALT, TOCOPHEROLS (VITAMIN E).",,38.0,g,,En. tyčinky,LI,,2018-04-28,2021-02-26,United States,,,,,1003,13.16,,70.0,,,,,,,Protein,G
46850,1322326,branded_food,"CHEWY GRANOLA BARS, SWEET & SALTY PEANUT",,2021-02-26,"Bruno's Supermarkets, Inc.",SOUTHERN HOME,,60788002471,"ROASTED PEANUTS (PEANUTS, PEANUT OIL, SALT), VANILLA YOGURT COATING (SUGAR, FRACTIONATED PALM KERNEL OIL, NONFAT DRY MILK, NONFAT YOGURT POWDER [CULTURED NONFAT MILK], SOY LECITHIN, VANILLA), ROLLED OAT CLUSTERS (WHOLE GRAIN ROLLED OATS, SUGAR, BROWN SUGAR MOLASSES, CANOLA OIL, BARLEY MALT EXTRACT), CORN SYRUP, PEANUT COATING (SUGAR, PALM KERNEL OIL, PARTIALLY DEFATTED PEANUT FLOUR, NONFAT DRY MILK SOLIDS, PEANUT OIL, SALT, SOY LECITHIN), WHEAT FLAKES (WHOLE WHEAT, SUGAR, SALT, BARLEY MALT EXTRACT), CRISP RICE (RICE, SUGAR, SALT, BARLEY MALT EXTRACT), HIGH FRUCTOSE CORN SYRUP, SUGAR, CANOLA OIL, CORN SYRUP SOLIDS, GLYCERIN, FRUCTOSE, SALT, NONFAT DRY MILK, SOY LECITHIN, NATURAL PEANUT FLAVOR, GELATIN, CARAMEL COLOR, ALMOND FLOUR, MIXED TOCOPHEROLS ADDED TO RETAIN FRESHNESS.",,35.0,g,,En. tyčinky,LI,,2019-05-06,2021-02-26,United States,,,,,1004,25.71,,70.0,,,,,,,Lipid (tuk),G
46851,1322326,branded_food,"CHEWY GRANOLA BARS, SWEET & SALTY PEANUT",,2021-02-26,"Bruno's Supermarkets, Inc.",SOUTHERN HOME,,60788002471,"ROASTED PEANUTS (PEANUTS, PEANUT OIL, SALT), VANILLA YOGURT COATING (SUGAR, FRACTIONATED PALM KERNEL OIL, NONFAT DRY MILK, NONFAT YOGURT POWDER [CULTURED NONFAT MILK], SOY LECITHIN, VANILLA), ROLLED OAT CLUSTERS (WHOLE GRAIN ROLLED OATS, SUGAR, BROWN SUGAR MOLASSES, CANOLA OIL, BARLEY MALT EXTRACT), CORN SYRUP, PEANUT COATING (SUGAR, PALM KERNEL OIL, PARTIALLY DEFATTED PEANUT FLOUR, NONFAT DRY MILK SOLIDS, PEANUT OIL, SALT, SOY LECITHIN), WHEAT FLAKES (WHOLE WHEAT, SUGAR, SALT, BARLEY MALT EXTRACT), CRISP RICE (RICE, SUGAR, SALT, BARLEY MALT EXTRACT), HIGH FRUCTOSE CORN SYRUP, SUGAR, CANOLA OIL, CORN SYRUP SOLIDS, GLYCERIN, FRUCTOSE, SALT, NONFAT DRY MILK, SOY LECITHIN, NATURAL PEANUT FLAVOR, GELATIN, CARAMEL COLOR, ALMOND FLOUR, MIXED TOCOPHEROLS ADDED TO RETAIN FRESHNESS.",,35.0,g,,En. tyčinky,LI,,2019-05-06,2021-02-26,United States,,,,,1003,14.29,,70.0,,,,,,,Protein,G
47528,1338174,branded_food,"NATURE VALLEY, FRUTERIA, CHEWY GRANOLA BARS, MANGO STRAWBERRY, MANGO STRAWBERRY",,2021-02-26,"General Mills, Inc.",NATURE VALLEY,,16000481411,"WHOLE GRAIN OATS, RICE FLOUR, CORN SYRUP, STRAWBERRY FLAVORED CRANBERRY PIECES (SUGAR, CRANBERRIES, CITRIC ACID, NATURAL FLAVOR, ELDERBERRY JUICE CONCENTRATE, REFINED SUNFLOWER OIL, SOY LECITHIN), HIGH MALTOSE CORN SYRUP, FRUCTOSE, SUGAR, DRIED MANGO (ASCORBIC ACID AND CITRIC ACID ADDED TO RETAIN FRESHNESS), CANOLA OIL, VEGETABLE GLYCERIN, SOY LECITHIN, CORN STARCH, DRIED STRAWBERRY, BARLEY MALT EXTRACT, SALT, MALIC ACID, REFINED PEANUT OIL, STRAWBERRY JUICE CONCENTRATE, BAKING SODA, MIXED TOCOPHEROLS ADDED TO RETAIN FRESHNESS, NATURAL FLAVOR, OIL OF ROSEMARY.",,26.0,g,,En. tyčinky,LI,,2018-07-03,2021-02-26,United States,,,,,1004,3.85,,70.0,,,,,,,Lipid (tuk),G
47529,1338174,branded_food,"NATURE VALLEY, FRUTERIA, CHEWY GRANOLA BARS, MANGO STRAWBERRY, MANGO STRAWBERRY",,2021-02-26,"General Mills, Inc.",NATURE VALLEY,,16000481411,"WHOLE GRAIN OATS, RICE FLOUR, CORN SYRUP, STRAWBERRY FLAVORED CRANBERRY PIECES (SUGAR, CRANBERRIES, CITRIC ACID, NATURAL FLAVOR, ELDERBERRY JUICE CONCENTRATE, REFINED SUNFLOWER OIL, SOY LECITHIN), HIGH MALTOSE CORN SYRUP, FRUCTOSE, SUGAR, DRIED MANGO (ASCORBIC ACID AND CITRIC ACID ADDED TO RETAIN FRESHNESS), CANOLA OIL, VEGETABLE GLYCERIN, SOY LECITHIN, CORN STARCH, DRIED STRAWBERRY, BARLEY MALT EXTRACT, SALT, MALIC ACID, REFINED PEANUT OIL, STRAWBERRY JUICE CONCENTRATE, BAKING SODA, MIXED TOCOPHEROLS ADDED TO RETAIN FRESHNESS, NATURAL FLAVOR, OIL OF ROSEMARY.",,26.0,g,,En. tyčinky,LI,,2018-07-03,2021-02-26,United States,,,,,1003,3.85,,70.0,,,,,,,Protein,G
